##;ONE;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
##;##;##
##;PINCH;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
