##;ONE;##
???Right;invalid_hand;
##;CROSS;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
##;##;##
##;V;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
##;##;##
##;LEFT;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
##;##;##
##;NONGESTURE;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.4086385;2.413937;0.3763839;-0.4384454;-0.4523279;-0.6921464;0.3522762;0.3781036;2.453671;0.4343764;-0.18826;-0.8331898;-0.3108552;0.4167996;0.3598897;2.455379;0.4597897;-0.01270965;-0.8525791;-0.3902223;0.3473814;0.3422391;2.449574;0.4738078;-0.01270965;-0.8525791;-0.3902223;0.3473814;0.3795979;2.437218;0.4674501;0.3396814;0.5890636;0.7198999;-0.1391583;0.3510674;2.445023;0.4929544;0.3360069;0.5916845;0.7205856;-0.1332878;0.3350483;2.449482;0.5068766;0.2607198;0.6284828;0.7315191;-0.04375941;0.3208326;2.453838;0.5140891;0.2607198;0.6284828;0.7315191;-0.04375941;0.37398;2.417572;0.4638429;0.3883654;0.5127401;0.7572335;-0.1134345;0.3446939;2.427433;0.4945174;0.3305995;0.5504811;0.7658303;-0.03432521;0.3248333;2.435371;0.5083896;0.2787569;0.577648;0.7665101;0.03285763;0.3094199;2.442184;0.5155141;0.2787569;0.577648;0.7665101;0.03285763;0.3689685;2.399742;0.4538791;0.4161863;0.476584;0.7685766;-0.09458859;0.3432791;2.409897;0.4833759;0.4018937;0.4874406;0.7715586;-0.07470579;0.3267149;2.416775;0.5006168;0.2424892;0.5774216;0.768443;0.1314497;0.3102644;2.426128;0.5049024;0.2424892;0.5774216;0.768443;0.1314497;0.3630995;2.383995;0.4416652;0.4249606;0.4417408;0.7895627;0.02940452;0.3424689;2.397655;0.462555;0.3931041;0.4587528;0.7951115;0.0530401;0.3304154;2.405483;0.4726938;0.4066431;0.4395336;0.8008531;0.009292558;0.3198633;2.411354;0.4828363;0.4066431;0.4395336;0.8008531;0.009292558;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.3919268;2.419975;0.3505118;0.4015106;0.3082;0.8491442;-0.1508515;0.3665966;2.452473;0.4103672;0.3607512;0.733428;0.4628688;-0.3430663;0.3514003;2.458839;0.4355842;0.3387085;0.7371082;0.4749059;-0.3411928;0.3393529;2.462765;0.4540612;0.3387085;0.7371082;0.4749059;-0.3411928;0.3537228;2.439468;0.4383869;0.4125426;0.3668191;0.8238087;-0.1288098;0.330169;2.442867;0.4674824;0.3656978;0.4239944;0.82854;-0.003945664;0.3148106;2.44923;0.4802525;0.3407222;0.4469561;0.8255271;0.05141945;0.3026304;2.455452;0.4885042;0.3407222;0.4469561;0.8255271;0.05141945;0.3423558;2.423683;0.4305813;0.4333175;0.3094584;0.844174;-0.06198409;0.3164168;2.430565;0.4629528;0.3904348;0.3678396;0.8418365;0.05971834;0.2994419;2.440128;0.4780812;0.3870731;0.3718551;0.8409644;0.0683935;0.2872004;2.447266;0.4887138;0.3870731;0.3718551;0.8409644;0.0683935;0.3334143;2.410847;0.4165481;0.435968;0.2816471;0.854046;-0.03482366;0.3093713;2.418091;0.446305;0.4123341;0.3168299;0.8533895;0.03641808;0.2936205;2.425842;0.4626125;0.3734447;0.3638029;0.8419307;0.139067;0.2809162;2.435261;0.4724358;0.3734447;0.3638029;0.8419307;0.139067;0.3249822;2.401024;0.4004497;0.4575275;0.2398592;0.852048;0.08455922;0.3073809;2.412312;0.4233925;0.426389;0.2698676;0.8528374;0.1342847;0.2971987;2.420097;0.4344937;0.3505901;0.3515177;0.815619;0.2971328;0.2884031;2.431232;0.4400211;0.3505901;0.3515177;0.815619;0.2971328;
