##;ONE;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
##;##;##
##;NONGESTURE;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
